crop_name,variety_name,crop_type,growth_stage,soil_type,soil_texture,soil_pH,soil_organic_matter_pct,soil_nitrogen,soil_phosphorus,soil_potassium,soil_salinity,weather_temp_C,weather_min_temp_C,weather_max_temp_C,weather_rainfall_mm,weather_humidity_pct,weather_wind_speed_kmph,weather_sunlight_hours,irrigation_type,irrigation_frequency_per_week,irrigation_volume_liters_per_hectare,recommended_crop,recommended_variety,fertilizer_type,fertilizer_brand,fertilizer_dosage_kg_per_hectare,fertilizer_application_stage,pest_disease_detected,disease_severity,treatment_suggested,treatment_method,yield_prediction_kg_per_hectare,expected_yield_range,harvest_time_days,harvest_method,post_harvest_storage,market_price_per_kg,market_demand_index,budget_estimate_usd,cost_breakdown_fertilizer_usd,cost_breakdown_labor_usd,cost_breakdown_irrigation_usd,profit_prediction_usd,gm_crop,gm_trait,planting_strategy_notes,sustainability_score,last_updated
Sugarcane,Sugarcane_Variety_3,Tuber,Harvesting,Loamy,Medium,5.68,3.96,29,65,57,1.32,36.7,34.47409549025784,40.24644193019381,316.1,85.9,7.1,10.6,Surface,4,3159.2,Rice,Rice_Variety_1,Vermicompost,Brand_8,201.6,Flowering,Stem Borer,Medium,Neem Oil,Spray,4409.5,3968-4850,183,Manual,Warehouse,11.76,0.01,5673.49,561.71,1517.1,750.27,46182.23,Yes,None,Plant Sugarcane in Loamy soil with Surface irrigation.,0.24,2024-08-30
Cotton,Cotton_Variety_3,Cereal,Seeding,Silty,Fine,6.02,3.61,75,68,65,1.2,31.5,28.789919240170764,35.35857058702119,341.9,33.3,1.3,6.3,Manual,4,3954.6,Sugarcane,Sugarcane_Variety_1,NPK,Brand_3,154.8,Pre-plant,Blight,High,None,Spray,6599.6,5939-7259,175,Mechanical,Cold Storage,38.31,0.44,15154.32,1089.1,4720.98,603.14,237676.36,No,None,Plant Cotton in Silty soil with Manual irrigation.,0.05,2024-11-22
Barley,Barley_Variety_5,Cereal,Flowering,Clay,Coarse,7.07,2.69,61,2,74,0.25,19.6,14.963992668581174,23.735735624362874,699.1,67.2,7.0,7.0,Sprinkler,4,2422.4,Potato,Potato_Variety_5,DAP,Brand_8,273.9,Post-emergence,None,None,None,None,6972.7,6275-7669,100,Mechanical,Open Shed,27.62,0.0,16778.42,1228.64,1840.51,872.02,175807.55,Yes,Pest Resistance,Plant Barley in Clay soil with Sprinkler irrigation.,0.82,2024-05-24
Wheat,Wheat_Variety_3,Tuber,Vegetative,Clay,Fine,6.45,4.11,47,36,73,1.07,18.1,13.640324224964498,21.949074080616448,851.4,52.7,17.0,9.2,Sprinkler,1,1300.8,Potato,Potato_Variety_3,NPK,Brand_5,79.9,Post-emergence,None,None,None,None,1330.8,1197-1463,193,Mechanical,Open Shed,47.0,0.58,13465.79,1200.56,3870.89,1402.56,49081.81,No,None,Plant Wheat in Clay soil with Sprinkler irrigation.,1.0,2024-07-07
Sugarcane,Sugarcane_Variety_5,Tuber,Flowering,Silty,Medium,5.77,4.17,72,53,58,0.9,36.5,32.971593874997495,40.72630580075257,928.6,39.7,4.2,5.8,Surface,1,2737.2,Sugarcane,Sugarcane_Variety_4,Compost,Brand_6,63.6,Pre-plant,Stem Borer,High,Fungicide B,Seed Treatment,3405.3,3064-3745,87,Manual,Open Shed,12.14,0.62,17928.82,824.01,3992.11,1376.49,23411.52,Yes,None,Plant Sugarcane in Silty soil with Surface irrigation.,0.72,2024-11-30
Soybean,Soybean_Variety_5,Legume,Flowering,Chalky,Medium,7.84,2.93,91,39,21,1.0,22.4,18.078089304741862,26.112232541382987,859.6,78.2,14.0,9.3,Drip,5,1864.6,Potato,Potato_Variety_1,MOP,Brand_9,138.7,Post-emergence,Blight,Low,Neem Oil,Soil Drench,4048.1,3643-4452,193,Manual,Open Shed,20.97,0.74,16127.07,1190.45,3660.05,708.4,68761.59,No,None,Plant Soybean in Chalky soil with Drip irrigation.,0.06,2024-12-19
Potato,Potato_Variety_5,Legume,Harvesting,Sandy,Medium,6.9,3.53,57,63,42,1.23,32.0,28.469478579087024,36.97665230553052,402.5,78.0,6.9,9.3,Manual,1,2795.1,Sugarcane,Sugarcane_Variety_5,Compost,Brand_3,66.1,Pre-plant,Blight,Medium,Neem Oil,Seed Treatment,4585.4,4126-5043,84,Manual,Open Shed,20.55,0.97,16623.22,589.43,3976.27,873.36,77606.75,Yes,None,Plant Potato in Sandy soil with Manual irrigation.,0.25,2024-11-30
Cotton,Cotton_Variety_1,Fiber,Vegetative,Chalky,Fine,7.73,2.97,64,100,75,0.14,18.7,14.513059737628998,21.544275778885766,1139.1,74.9,14.3,6.0,Drip,7,1606.9,Barley,Barley_Variety_3,Compost,Brand_2,52.4,Pre-plant,Blight,Low,Biological Control,Soil Drench,7059.4,6353-7765,117,Mechanical,Open Shed,18.57,0.04,10193.94,1987.74,1347.66,1466.6,120899.12,No,None,Plant Cotton in Chalky soil with Drip irrigation.,0.59,2024-07-01
Cotton,Cotton_Variety_1,Tuber,Harvesting,Silty,Fine,5.58,4.83,49,87,77,0.17,27.3,24.021773212851535,32.06273168726897,733.0,61.4,1.2,11.0,Surface,7,3779.2,Sugarcane,Sugarcane_Variety_2,Compost,Brand_3,170.7,Post-emergence,Stem Borer,Medium,Biological Control,Spray,1427.1,1284-1569,98,Mechanical,Open Shed,48.57,0.37,18144.26,1178.61,2589.99,693.05,51169.99,No,None,Plant Cotton in Silty soil with Surface irrigation.,0.51,2024-06-02
Maize,Maize_Variety_3,Fiber,Harvesting,Sandy,Fine,5.92,1.28,28,55,66,1.36,20.1,17.417853355519313,22.890177439319604,852.3,53.0,5.5,6.8,Manual,5,2155.5,Rice,Rice_Variety_2,Vermicompost,Brand_6,204.8,Flowering,Root Rot,Low,None,Spray,5505.6,4955-6056,131,Manual,Cold Storage,8.88,0.86,13926.82,723.42,4939.8,1168.56,34962.91,No,None,Plant Maize in Sandy soil with Manual irrigation.,0.6,2024-09-18
Sugarcane,Sugarcane_Variety_2,Cereal,Harvesting,Clay,Coarse,6.16,2.63,77,72,99,1.38,21.2,18.5665382091201,24.331401313658187,378.9,63.9,16.5,7.9,Surface,4,2794.1,Sugarcane,Sugarcane_Variety_5,DAP,Brand_10,220.1,Flowering,Root Rot,Medium,Neem Oil,Spray,3880.6,3492-4268,192,Manual,Open Shed,36.41,0.99,6754.1,1111.07,3169.07,837.05,134538.55,No,None,Plant Sugarcane in Clay soil with Surface irrigation.,0.99,2024-10-12
Soybean,Soybean_Variety_4,Tuber,Vegetative,Sandy,Medium,5.99,3.1,38,44,52,0.8,18.5,15.364956452671992,21.70865710971076,852.6,82.9,8.6,8.4,Sprinkler,1,856.6,Potato,Potato_Variety_1,MOP,Brand_5,54.1,Post-emergence,Leaf Spot,Low,Fungicide B,Seed Treatment,6989.0,6290-7687,153,Manual,Warehouse,5.67,0.97,19579.93,576.61,4971.68,558.48,20047.7,Yes,Pest Resistance,Plant Soybean in Sandy soil with Sprinkler irrigation.,0.8,2024-10-29
Potato,Potato_Variety_4,Legume,Seeding,Silty,Medium,6.35,1.4,77,28,56,1.12,28.6,26.59177495159404,33.499158105475125,511.1,51.1,16.1,5.6,Sprinkler,2,4400.4,Barley,Barley_Variety_3,NPK,Brand_8,234.6,Pre-plant,Aphids,High,None,Soil Drench,6470.3,5823-7117,179,Manual,Open Shed,22.91,0.49,16428.75,1021.8,3080.59,1356.24,131805.82,No,None,Plant Potato in Silty soil with Sprinkler irrigation.,0.7,2024-06-11
Maize,Maize_Variety_5,Cereal,Seeding,Silty,Fine,5.88,4.87,8,9,41,0.12,30.9,28.735469926498315,33.60951362351823,826.8,72.2,3.2,11.6,Drip,7,650.8,Rice,Rice_Variety_5,NPK,Brand_6,290.5,Pre-plant,Stem Borer,Low,None,Seed Treatment,5048.9,4544-5553,103,Mechanical,Open Shed,29.72,0.36,6730.26,1982.99,4020.89,1121.34,143323.05,No,None,Plant Maize in Silty soil with Drip irrigation.,0.36,2024-04-23
Cotton,Cotton_Variety_3,Fiber,Seeding,Sandy,Fine,7.95,2.99,20,65,63,0.54,21.6,19.218753158877185,24.37032825945193,621.8,58.1,15.2,10.3,Drip,7,654.5,Wheat,Wheat_Variety_5,Urea,Brand_9,51.8,Pre-plant,None,None,None,None,3002.6,2702-3302,166,Manual,Cold Storage,47.16,0.78,18091.64,1407.9,1019.97,955.28,123510.98,No,None,Plant Cotton in Sandy soil with Drip irrigation.,0.37,2024-08-05
Rice,Rice_Variety_4,Cereal,Seeding,Silty,Fine,7.74,1.27,16,42,49,0.52,16.2,11.488264735143705,20.039212100873726,753.0,58.1,19.6,5.8,Drip,4,1680.4,Barley,Barley_Variety_5,Compost,Brand_4,279.6,Pre-plant,Root Rot,High,Neem Oil,Seed Treatment,5831.5,5248-6414,99,Manual,Open Shed,17.64,0.82,10957.9,553.56,1829.69,688.59,91909.76,No,None,Plant Rice in Silty soil with Drip irrigation.,0.63,2024-09-27
Wheat,Wheat_Variety_5,Tuber,Harvesting,Silty,Medium,5.98,1.63,99,58,15,0.23,36.3,33.864472332952325,39.7236661195766,225.2,66.9,9.4,8.8,Sprinkler,7,1402.6,Sugarcane,Sugarcane_Variety_3,DAP,Brand_3,130.4,Pre-plant,Leaf Spot,None,Fungicide B,Spray,1712.5,1541-1883,124,Manual,Warehouse,20.7,0.36,19651.02,1261.66,1451.07,566.66,15797.73,No,None,Plant Wheat in Silty soil with Sprinkler irrigation.,0.8,2025-02-14
Barley,Barley_Variety_5,Cereal,Seeding,Loamy,Medium,5.61,2.07,88,89,42,1.29,24.9,22.296590596415708,29.86079389631564,336.0,83.4,14.2,7.1,Manual,1,1886.3,Sugarcane,Sugarcane_Variety_4,Urea,Brand_2,297.9,Flowering,Blight,Low,Pesticide A,Seed Treatment,1101.4,991-1211,194,Mechanical,Open Shed,9.71,0.01,15659.74,1711.15,2994.26,1387.34,-4965.15,Yes,Drought Resistance,Plant Barley in Loamy soil with Manual irrigation.,0.36,2025-01-04
Potato,Potato_Variety_5,Fiber,Flowering,Clay,Fine,5.55,1.9,3,89,16,0.63,21.9,17.49845424480061,26.882649849153594,1082.9,82.7,19.7,9.9,Surface,7,3255.6,Wheat,Wheat_Variety_5,Compost,Brand_1,265.3,Flowering,Root Rot,Low,Biological Control,Spray,5287.7,4758-5816,102,Manual,Cold Storage,22.94,1.0,9162.69,1578.16,1634.77,1179.47,112137.15,No,None,Plant Potato in Clay soil with Surface irrigation.,0.49,2024-06-28
Sugarcane,Sugarcane_Variety_4,Legume,Vegetative,Chalky,Fine,6.65,4.99,53,72,85,1.16,33.3,30.44618297607518,37.03828867475676,1151.5,43.8,16.4,6.3,Surface,7,4523.5,Wheat,Wheat_Variety_3,Vermicompost,Brand_7,261.1,Pre-plant,Aphids,Medium,None,Spray,5105.2,4594-5615,145,Manual,Cold Storage,6.1,0.51,7771.31,1558.05,4397.23,1481.54,23370.41,No,None,Plant Sugarcane in Chalky soil with Surface irrigation.,0.19,2024-05-10
Potato,Potato_Variety_3,Legume,Harvesting,Loamy,Medium,5.9,3.1,76,46,23,0.78,15.1,12.922812545325606,17.454397877408866,1067.7,30.0,12.6,9.7,Surface,7,697.3,Barley,Barley_Variety_3,NPK,Brand_9,196.7,Flowering,Leaf Spot,None,None,Soil Drench,4722.1,4249-5194,126,Manual,Warehouse,15.64,0.02,14099.65,1908.38,2276.22,1482.07,59753.99,No,None,Plant Potato in Loamy soil with Surface irrigation.,0.54,2025-03-05
Maize,Maize_Variety_4,Legume,Flowering,Peaty,Medium,7.57,3.81,27,2,51,0.62,39.4,35.868047953116765,44.1562803829908,999.7,55.2,11.2,11.4,Sprinkler,3,2045.9,Barley,Barley_Variety_5,DAP,Brand_2,234.8,Pre-plant,Leaf Spot,Medium,Fungicide B,Spray,2379.8,2141-2617,83,Mechanical,Warehouse,13.42,0.75,10934.25,1195.0,3905.38,607.89,21002.67,No,None,Plant Maize in Peaty soil with Sprinkler irrigation.,0.52,2025-03-05
Maize,Maize_Variety_5,Tuber,Harvesting,Loamy,Medium,5.94,2.77,89,24,48,0.47,29.9,27.021117901963294,32.60685637627203,846.2,39.3,11.8,10.9,Manual,7,3318.6,Soybean,Soybean_Variety_1,DAP,Brand_6,200.0,Flowering,Leaf Spot,High,Fungicide B,Spray,5073.1,4565-5580,105,Mechanical,Warehouse,24.02,0.26,12113.25,1568.17,4514.05,1451.33,109742.61,Yes,Pest Resistance,Plant Maize in Loamy soil with Manual irrigation.,0.8,2024-06-20
Maize,Maize_Variety_5,Tuber,Harvesting,Chalky,Medium,5.75,1.71,37,34,48,1.11,16.6,12.945368259157537,20.53451722026882,617.3,36.4,1.3,11.6,Sprinkler,4,3633.2,Wheat,Wheat_Variety_4,DAP,Brand_1,260.5,Flowering,Leaf Spot,Medium,None,Soil Drench,5612.1,5050-6173,112,Mechanical,Warehouse,34.02,0.23,8934.76,910.32,3254.28,1483.0,181988.88,No,None,Plant Maize in Chalky soil with Sprinkler irrigation.,0.86,2024-11-30
Maize,Maize_Variety_4,Fiber,Vegetative,Silty,Medium,7.67,2.29,59,72,22,0.41,26.9,22.090396568111395,31.43687313538347,900.6,43.9,1.3,11.7,Surface,4,1802.7,Rice,Rice_Variety_3,MOP,Brand_10,118.4,Pre-plant,Root Rot,Medium,Pesticide A,Seed Treatment,5128.5,4615-5641,80,Mechanical,Open Shed,12.65,0.05,8781.55,566.31,3054.25,759.24,56093.98,Yes,Pest Resistance,Plant Maize in Silty soil with Surface irrigation.,0.77,2024-08-01
Cotton,Cotton_Variety_2,Legume,Harvesting,Sandy,Medium,8.0,1.58,87,55,26,0.97,33.1,28.240879707194857,35.609382755183844,507.7,77.0,2.8,6.8,Sprinkler,3,4092.8,Cotton,Cotton_Variety_2,Urea,Brand_1,75.0,Pre-plant,Leaf Spot,None,Neem Oil,Seed Treatment,6418.1,5776-7059,122,Mechanical,Warehouse,19.05,0.47,10218.63,1791.19,1222.43,808.65,112046.18,Yes,High Yield,Plant Cotton in Sandy soil with Sprinkler irrigation.,0.79,2024-11-25
Potato,Potato_Variety_3,Cereal,Flowering,Peaty,Fine,6.84,2.79,86,57,58,0.44,23.1,19.29430848301723,27.210888278567314,776.7,40.4,7.1,6.0,Sprinkler,2,4913.4,Cotton,Cotton_Variety_1,Vermicompost,Brand_3,65.5,Pre-plant,Root Rot,High,Pesticide A,Spray,5781.5,5203-6359,90,Manual,Cold Storage,38.47,0.44,9333.53,1544.93,1705.32,1052.34,213080.77,No,None,Plant Potato in Peaty soil with Sprinkler irrigation.,0.25,2024-05-24
Rice,Rice_Variety_5,Tuber,Harvesting,Peaty,Coarse,6.68,1.43,78,19,13,0.22,15.8,13.54060421223586,19.636547449261716,905.7,44.3,13.3,6.9,Manual,6,3633.6,Cotton,Cotton_Variety_2,NPK,Brand_5,135.6,Pre-plant,Stem Borer,None,Fungicide B,Seed Treatment,1311.0,1179-1442,145,Manual,Warehouse,45.57,0.87,19960.55,574.34,1732.66,928.38,39781.72,No,None,Plant Rice in Peaty soil with Manual irrigation.,0.82,2024-11-08
Sugarcane,Sugarcane_Variety_5,Fiber,Seeding,Clay,Coarse,6.53,3.23,77,27,53,0.56,20.9,17.68210541115264,23.29080453865276,288.8,33.0,9.5,5.0,Surface,7,4435.1,Wheat,Wheat_Variety_3,MOP,Brand_8,137.5,Flowering,Leaf Spot,Medium,Biological Control,Spray,4879.9,4391-5367,93,Mechanical,Open Shed,38.27,0.03,19118.2,1329.19,4991.98,576.7,167635.57,No,None,Plant Sugarcane in Clay soil with Surface irrigation.,0.34,2024-09-12
Barley,Barley_Variety_1,Legume,Flowering,Loamy,Fine,7.57,2.92,5,79,29,0.32,24.6,22.1474670388744,27.336641396070515,516.6,45.3,19.8,4.1,Drip,5,2470.2,Cotton,Cotton_Variety_2,Vermicompost,Brand_4,262.7,Post-emergence,Root Rot,Medium,Neem Oil,Spray,3628.5,3265-3991,104,Manual,Open Shed,44.18,0.32,15006.41,1732.58,4871.34,1277.18,145300.72,Yes,High Yield,Plant Barley in Loamy soil with Drip irrigation.,0.1,2024-08-04
Sugarcane,Sugarcane_Variety_1,Cereal,Vegetative,Loamy,Coarse,6.05,3.73,80,23,8,0.7,19.7,17.32996572258989,22.79872124276233,428.4,49.4,7.7,6.4,Drip,2,2358.4,Wheat,Wheat_Variety_2,MOP,Brand_4,210.2,Pre-plant,Leaf Spot,None,None,Seed Treatment,1536.7,1383-1690,134,Manual,Cold Storage,40.46,0.82,8562.99,1868.96,3841.17,795.25,53611.89,No,None,Plant Sugarcane in Loamy soil with Drip irrigation.,0.79,2024-11-20
Rice,Rice_Variety_1,Legume,Harvesting,Chalky,Medium,7.97,1.63,89,45,0,0.44,29.2,26.376867779597305,31.996271205898324,502.1,50.2,13.9,6.1,Sprinkler,2,1193.7,Barley,Barley_Variety_4,Urea,Brand_4,121.0,Post-emergence,Aphids,Medium,Biological Control,Spray,5187.3,4668-5706,91,Manual,Cold Storage,19.75,0.96,14759.2,978.24,4456.77,1441.54,87689.98,Yes,None,Plant Rice in Chalky soil with Sprinkler irrigation.,0.12,2024-12-05
Cotton,Cotton_Variety_5,Legume,Seeding,Peaty,Fine,5.51,2.92,95,55,12,0.6,37.5,34.724029430691864,39.591491311003296,654.5,49.9,2.7,7.5,Surface,2,4473.5,Sugarcane,Sugarcane_Variety_3,Vermicompost,Brand_5,204.1,Pre-plant,Blight,None,None,Soil Drench,4671.9,4204-5139,176,Mechanical,Warehouse,37.2,0.19,14596.19,1100.44,1307.46,630.75,159198.49,No,None,Plant Cotton in Peaty soil with Surface irrigation.,0.41,2024-12-09
Maize,Maize_Variety_2,Cereal,Harvesting,Silty,Fine,5.71,4.35,15,18,80,1.24,25.4,22.550104208607483,28.901715608093042,602.8,71.7,9.3,6.8,Sprinkler,4,3791.8,Maize,Maize_Variety_1,Vermicompost,Brand_10,169.6,Post-emergence,Aphids,Low,None,Soil Drench,5262.0,4735-5788,152,Manual,Warehouse,42.81,0.34,7727.28,1866.96,3691.48,1035.26,217538.94,No,None,Plant Maize in Silty soil with Sprinkler irrigation.,0.32,2024-09-13
Maize,Maize_Variety_5,Cereal,Seeding,Sandy,Coarse,6.21,4.94,21,26,41,1.43,21.9,19.544603048945383,25.13712796865822,553.4,88.4,5.0,10.5,Surface,7,510.8,Cotton,Cotton_Variety_2,Vermicompost,Brand_8,187.5,Pre-plant,Aphids,Low,Pesticide A,Spray,1511.5,1360-1662,194,Mechanical,Open Shed,38.69,0.43,18134.57,703.12,1342.91,753.33,40345.36,Yes,High Yield,Plant Maize in Sandy soil with Surface irrigation.,0.46,2024-05-11
Barley,Barley_Variety_5,Fiber,Harvesting,Clay,Coarse,6.73,1.17,70,46,98,0.53,35.1,32.6498660915324,38.895770529286494,598.3,84.0,5.7,9.1,Surface,5,1342.4,Rice,Rice_Variety_2,Urea,Brand_3,221.7,Flowering,Leaf Spot,High,Biological Control,Spray,1212.7,1091-1333,153,Mechanical,Open Shed,39.22,0.71,10342.59,677.14,4492.76,756.69,37219.5,No,None,Plant Barley in Clay soil with Surface irrigation.,0.86,2024-11-22
Cotton,Cotton_Variety_1,Fiber,Harvesting,Silty,Fine,6.55,1.62,87,81,40,0.23,31.2,28.89989016191162,35.22919793567377,1070.5,87.8,15.5,11.3,Manual,7,946.9,Cotton,Cotton_Variety_4,NPK,Brand_6,208.7,Pre-plant,Aphids,Low,Neem Oil,Soil Drench,4965.6,4469-5462,95,Mechanical,Open Shed,12.58,0.24,6392.35,907.89,4059.48,919.54,56074.9,No,None,Plant Cotton in Silty soil with Manual irrigation.,0.27,2025-01-12
Wheat,Wheat_Variety_3,Cereal,Vegetative,Sandy,Coarse,5.72,3.71,0,12,47,0.87,15.6,12.542384917753193,18.210709186585465,429.0,63.3,8.9,5.7,Manual,4,1230.4,Potato,Potato_Variety_2,Vermicompost,Brand_9,290.7,Pre-plant,Root Rot,Low,Biological Control,Soil Drench,1805.6,1625-1986,114,Manual,Warehouse,46.07,0.72,16767.23,1335.84,1414.88,1216.78,66416.76,Yes,None,Plant Wheat in Sandy soil with Manual irrigation.,0.9,2024-07-09
Wheat,Wheat_Variety_2,Cereal,Seeding,Silty,Medium,7.56,2.01,1,64,78,1.49,38.3,35.464825421009664,41.07146759726445,346.1,38.2,18.2,4.6,Surface,1,3412.2,Potato,Potato_Variety_4,Compost,Brand_2,127.8,Pre-plant,Stem Borer,High,Pesticide A,Soil Drench,1173.7,1056-1291,147,Manual,Open Shed,49.32,0.23,18581.28,861.98,2082.59,885.95,39305.6,Yes,Drought Resistance,Plant Wheat in Silty soil with Surface irrigation.,0.28,2025-02-05
Wheat,Wheat_Variety_1,Legume,Seeding,Silty,Coarse,7.17,2.81,31,63,87,0.71,34.6,31.179467099929834,37.640854894870955,338.3,79.5,8.8,5.7,Surface,3,645.5,Soybean,Soybean_Variety_5,NPK,Brand_7,159.6,Pre-plant,Blight,High,Biological Control,Soil Drench,3662.3,3296-4028,154,Manual,Cold Storage,35.27,0.78,14771.34,1994.18,3433.64,1071.06,114397.98,Yes,High Yield,Plant Wheat in Silty soil with Surface irrigation.,0.36,2024-06-04
Maize,Maize_Variety_5,Legume,Flowering,Peaty,Coarse,6.1,1.54,65,20,28,0.24,28.0,25.239496243095946,30.618997045430966,1102.8,79.6,13.6,7.1,Sprinkler,6,4062.2,Sugarcane,Sugarcane_Variety_2,DAP,Brand_3,282.5,Flowering,Leaf Spot,Medium,Fungicide B,Spray,6731.8,6058-7404,150,Mechanical,Cold Storage,15.95,0.89,12880.53,1781.75,3461.87,1399.86,94491.68,Yes,High Yield,Plant Maize in Peaty soil with Sprinkler irrigation.,0.4,2025-02-12
Cotton,Cotton_Variety_2,Tuber,Harvesting,Clay,Fine,7.97,4.58,84,97,50,0.31,19.1,14.399271901609822,23.512990998039,572.5,39.6,11.7,5.6,Manual,5,2133.6,Soybean,Soybean_Variety_2,MOP,Brand_1,111.5,Pre-plant,Leaf Spot,Medium,Biological Control,Spray,2603.6,2343-2863,197,Manual,Open Shed,36.44,0.88,19218.92,1541.13,2414.08,1478.56,75656.26,No,None,Plant Cotton in Clay soil with Manual irrigation.,0.15,2024-11-02
Cotton,Cotton_Variety_1,Cereal,Flowering,Sandy,Medium,7.74,4.79,96,37,35,1.42,39.4,35.80445851972709,42.40407291624195,640.1,48.2,1.6,8.8,Drip,1,2007.1,Potato,Potato_Variety_3,DAP,Brand_8,299.4,Post-emergence,None,None,None,None,7453.8,6708-8199,90,Manual,Open Shed,11.14,0.91,15450.83,1562.2,3559.06,933.42,67584.5,Yes,None,Plant Cotton in Sandy soil with Drip irrigation.,0.86,2024-08-16
Rice,Rice_Variety_2,Legume,Harvesting,Loamy,Coarse,5.7,3.15,20,75,77,0.29,34.2,29.293031857465238,36.38787693755911,655.1,37.4,18.5,4.8,Surface,6,2763.9,Soybean,Soybean_Variety_5,Compost,Brand_8,292.4,Post-emergence,Aphids,Low,Pesticide A,Seed Treatment,3444.3,3099-3788,117,Manual,Cold Storage,24.87,0.97,11121.79,580.05,2286.99,692.0,74537.95,No,None,Plant Rice in Loamy soil with Surface irrigation.,0.97,2024-11-10
Maize,Maize_Variety_5,Tuber,Harvesting,Chalky,Fine,7.5,3.2,55,58,75,0.94,28.1,23.632156544268234,32.156408661677986,752.1,84.9,12.1,9.4,Sprinkler,1,3985.3,Rice,Rice_Variety_3,DAP,Brand_9,178.8,Flowering,Blight,None,Neem Oil,Spray,7514.1,6762-8265,162,Mechanical,Warehouse,29.83,0.08,16877.74,1896.19,1754.48,1342.39,207267.86,No,None,Plant Maize in Chalky soil with Sprinkler irrigation.,0.96,2025-02-21
Cotton,Cotton_Variety_1,Tuber,Flowering,Sandy,Coarse,6.64,2.36,58,46,93,1.05,21.4,16.84652453539449,23.437819694707134,720.0,69.3,11.0,7.1,Manual,1,3687.9,Wheat,Wheat_Variety_4,Compost,Brand_9,76.8,Post-emergence,Blight,None,Fungicide B,Spray,1425.4,1282-1567,120,Mechanical,Open Shed,13.98,0.38,12724.51,1491.14,2505.18,1392.22,7202.58,Yes,Pest Resistance,Plant Cotton in Sandy soil with Manual irrigation.,0.49,2025-03-23
Soybean,Soybean_Variety_2,Fiber,Vegetative,Silty,Medium,7.14,3.0,24,25,23,0.26,23.6,18.709882947119684,27.251818895974782,820.6,38.8,5.1,8.8,Surface,2,2179.5,Maize,Maize_Variety_1,NPK,Brand_4,204.6,Post-emergence,Aphids,None,Fungicide B,Soil Drench,3959.6,3563-4355,95,Manual,Warehouse,46.05,0.18,14027.98,987.7,4226.02,512.4,168311.6,No,None,Plant Soybean in Silty soil with Surface irrigation.,0.97,2024-12-29
Wheat,Wheat_Variety_1,Fiber,Vegetative,Chalky,Coarse,7.96,2.12,19,20,84,0.47,24.2,19.60045292889782,27.20626071151756,709.2,46.9,4.2,4.8,Drip,4,2501.5,Maize,Maize_Variety_4,MOP,Brand_8,279.0,Flowering,Root Rot,Medium,None,Soil Drench,5614.7,5053-6176,186,Manual,Warehouse,35.94,0.95,17019.72,988.2,2399.88,1064.13,184772.6,No,None,Plant Wheat in Chalky soil with Drip irrigation.,0.61,2024-06-27
Sugarcane,Sugarcane_Variety_3,Fiber,Flowering,Clay,Medium,6.33,2.31,96,21,27,1.26,29.6,24.69730313538937,32.38312596814571,631.1,59.1,10.7,10.7,Sprinkler,4,4996.5,Potato,Potato_Variety_3,Compost,Brand_4,133.9,Pre-plant,Root Rot,Medium,Pesticide A,Soil Drench,5958.1,5362-6553,168,Manual,Cold Storage,47.71,0.49,17439.87,1427.62,2836.17,1391.82,266821.08,Yes,Drought Resistance,Plant Sugarcane in Clay soil with Sprinkler irrigation.,0.22,2025-01-18
Wheat,Wheat_Variety_1,Fiber,Harvesting,Loamy,Medium,5.61,2.31,37,44,76,1.4,18.3,14.198002187564423,20.761077457515903,844.7,70.2,0.5,11.9,Surface,6,1019.6,Soybean,Soybean_Variety_1,MOP,Brand_6,298.3,Post-emergence,Blight,Low,Biological Control,Spray,7788.6,7009-8567,164,Manual,Warehouse,29.67,0.52,10246.54,1890.88,2279.76,738.67,220841.22,Yes,Drought Resistance,Plant Wheat in Loamy soil with Surface irrigation.,0.99,2025-01-17
Maize,Maize_Variety_3,Fiber,Harvesting,Loamy,Coarse,7.72,4.39,20,19,21,0.84,31.3,26.706993456517495,35.602858951516595,419.5,68.2,15.4,6.1,Manual,5,4836.7,Barley,Barley_Variety_5,DAP,Brand_6,288.7,Post-emergence,Leaf Spot,High,Fungicide B,Seed Treatment,4330.3,3897-4763,105,Manual,Open Shed,6.67,0.19,14655.78,1145.72,1829.5,623.6,14227.32,No,None,Plant Maize in Loamy soil with Manual irrigation.,0.5,2024-08-23
Maize,Maize_Variety_4,Cereal,Seeding,Chalky,Medium,5.85,3.46,1,78,45,1.26,37.1,33.15046835577425,40.56811349890692,1068.0,43.4,19.9,5.6,Sprinkler,2,1899.3,Barley,Barley_Variety_2,NPK,Brand_8,261.2,Post-emergence,Stem Borer,None,Biological Control,Soil Drench,2161.3,1945-2377,106,Mechanical,Cold Storage,29.47,0.22,18642.2,590.69,3858.84,896.24,45051.31,Yes,Pest Resistance,Plant Maize in Chalky soil with Sprinkler irrigation.,0.15,2025-01-23
Barley,Barley_Variety_1,Tuber,Seeding,Loamy,Coarse,7.78,1.93,66,55,68,1.31,27.0,24.155951882386145,31.517753499089004,995.6,59.3,18.8,9.4,Drip,4,2115.1,Maize,Maize_Variety_5,NPK,Brand_7,70.6,Flowering,Leaf Spot,Medium,Biological Control,Seed Treatment,4074.1,3666-4481,94,Mechanical,Cold Storage,48.89,0.04,14511.62,878.09,4255.34,1307.43,184671.13,No,None,Plant Barley in Loamy soil with Drip irrigation.,0.29,2024-05-12
